task_name,instance_num,job_name,task_type,status,start_time,end_time,plan_cpu,plan_mem
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_1612,6,Terminated,540075,540103,5.0,0.03
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_1612,6,Terminated,540075,540097,30.0,0.05
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_1612,6,Terminated,540075,540083,10.0,0.05
M3,5.0,j_1616,1,Terminated,286927,286947,50.0,0.39
M2,2.0,j_1616,1,Terminated,286927,286941,50.0,0.3
M1,1001.0,j_1616,1,Terminated,286927,287229,50.0,0.49
J4_1_2_3,747.0,j_1616,1,Terminated,286927,287429,50.0,0.39
M1,4.0,j_1618,1,Terminated,341161,341167,50.0,0.39
M2,1.0,j_1621,1,Terminated,163960,164011,100.0,0.3
M1,1.0,j_1621,1,Terminated,163960,163966,100.0,0.3
J3_1_2,1.0,j_1621,1,Terminated,164012,164081,100.0,0.49
R2_1,1.0,j_1622,1,Terminated,531670,531984,50.0,0.2
M1,1.0,j_1622,1,Terminated,531670,531981,50.0,0.2
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_1623,6,Terminated,625954,625966,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_1623,6,Terminated,625954,625957,10.0,0.05
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_1623,6,Terminated,625954,625962,30.0,0.05
M1,1.0,j_1626,1,Terminated,402855,402856,50.0,0.2
R12_11,25.0,j_1628,1,Terminated,258381,258383,100.0,0.49
M5,1.0,j_1628,1,Terminated,258381,258383,100.0,0.3
J13_3_4_12,27.0,j_1628,1,Terminated,258381,258383,100.0,0.59
M7,1.0,j_1628,1,Terminated,258381,258382,100.0,0.3
R14_13,1.0,j_1628,1,Terminated,258381,258383,100.0,0.39
M6,22.0,j_1628,1,Terminated,258381,258382,100.0,0.3
R9_7_8,3.0,j_1628,1,Terminated,258381,258382,100.0,0.49
R10_9,1.0,j_1628,1,Terminated,258381,258382,100.0,0.39
R3_2,1.0,j_1628,1,Terminated,258381,258382,100.0,0.39
M4,1.0,j_1628,1,Terminated,258381,258381,100.0,0.3
R2_1,9.0,j_1628,1,Terminated,258381,258382,100.0,0.49
M8,1.0,j_1628,1,Terminated,258381,258382,100.0,0.3
M1,22.0,j_1628,1,Terminated,258381,258382,100.0,0.3
J11_5_6_10,25.0,j_1628,1,Terminated,258381,258383,100.0,0.59
M1,1.0,j_1629,1,Terminated,416980,416981,100.0,0.2
M1,1.0,j_1633,1,Terminated,419040,419040,100.0,0.2
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_1634,6,Terminated,685331,685362,5.0,0.03
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,2.0,j_1634,6,Terminated,685331,685359,30.0,0.05
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_1634,6,Terminated,685331,685333,10.0,0.05
R2_1,41.0,j_1636,1,Terminated,363994,364000,100.0,0.49
M1,122.0,j_1636,1,Terminated,363994,364000,100.0,0.3
R3_2,1.0,j_1636,1,Terminated,363994,364000,100.0,0.39
J4_2_3,3.0,j_1638,1,Terminated,601883,601931,50.0,0.3
M1,177.0,j_1638,1,Terminated,601883,601892,50.0,0.59
R5_4,1.0,j_1638,1,Terminated,601883,601934,50.0,0.2
M3,2.0,j_1638,1,Terminated,601883,601921,50.0,0.39
R2_1,1.0,j_1638,1,Terminated,601883,601895,50.0,0.2
MergeTask,1.0,j_1644,1,Terminated,174363,174366,100.0,0.1
J11_7_10,1.0,j_1646,1,Terminated,420217,420307,50.0,0.2
M4,82.0,j_1646,1,Terminated,420217,420220,50.0,0.3
M7,183.0,j_1646,1,Terminated,420217,420249,50.0,0.49
R3_2,1.0,j_1646,1,Terminated,420217,420260,50.0,0.2
R9_8,1.0,j_1646,1,Terminated,420217,420306,50.0,0.2
R2_1,1.0,j_1646,1,Terminated,420217,420260,50.0,0.39
R8_7,51.0,j_1646,1,Terminated,420217,420303,50.0,0.39
R5_4,3.0,j_1646,1,Terminated,420217,420232,50.0,0.39
J10_3_6_9,1.0,j_1646,1,Terminated,420217,420307,50.0,0.2
R6_5,1.0,j_1646,1,Terminated,420217,420233,50.0,0.2
M1,82.0,j_1646,1,Terminated,420217,420222,50.0,0.3
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,4.0,j_1650,10,Terminated,654912,655614,75.0,0.1
M1,4.0,j_1651,1,Terminated,253321,253326,50.0,0.39
task_NzQ3MjEzNzg0MzE5NDE5NzM1Mg==,1.0,j_1652,3,Terminated,533042,533046,100.0,1.53
R3_2,1.0,j_1656,1,Terminated,153409,153409,50.0,0.2
M1,1.0,j_1656,1,Terminated,153409,153409,50.0,0.2
R2_1,1.0,j_1656,1,Terminated,153409,153409,50.0,0.2
M1,80.0,j_1660,1,Terminated,296185,296219,50.0,0.39
M3,1.0,j_1661,1,Terminated,86207,86210,50.0,0.2
J7_1_2_6,1.0,j_1661,1,Terminated,86207,86622,50.0,0.2
M2,40.0,j_1661,1,Terminated,86207,86485,50.0,0.39
R4_3,1.0,j_1661,1,Terminated,86207,86212,50.0,0.2
M1,1.0,j_1661,1,Terminated,86207,86210,50.0,0.2
M5_4,17.0,j_1661,1,Terminated,86207,86300,50.0,0.39
R6_5,1.0,j_1661,1,Terminated,86207,86617,50.0,0.3
M1,6.0,j_1670,1,Terminated,545281,545293,100.0,0.2
M1,4.0,j_1676,1,Terminated,134881,134886,50.0,0.39
M1,1.0,j_1681,1,Terminated,458197,458215,100.0,0.25
M1,1.0,j_1682,1,Terminated,186670,186671,100.0,0.2
M1,1.0,j_1683,1,Terminated,662338,662342,100.0,0.3
M2,6.0,j_1683,1,Terminated,662338,662390,100.0,0.3
J3_1_2,7.0,j_1683,1,Terminated,662338,662424,100.0,0.49
MergeTask,1.0,j_1684,1,Terminated,264734,264737,100.0,0.1
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_1685,6,Terminated,547858,547861,10.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_1685,6,Terminated,547858,547871,5.0,0.03
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_1685,6,Terminated,547858,547867,30.0,0.05
M1,1.0,j_1689,1,Terminated,296486,296487,100.0,0.3
R2_1,1.0,j_1689,1,Terminated,296486,296487,100.0,0.39
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_1696,6,Terminated,435713,435782,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_1696,6,Terminated,435713,435716,10.0,0.05
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_1696,6,Terminated,435713,435779,30.0,0.05
R2_1,1.0,j_1697,1,Terminated,457488,457529,50.0,0.3
M1,230.0,j_1697,1,Terminated,457488,457523,50.0,0.39
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_1698,6,Terminated,384116,384122,30.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_1698,6,Terminated,384116,384125,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_1698,6,Terminated,384116,384119,10.0,0.05
R4_3,1.0,j_1699,1,Terminated,369405,369430,50.0,0.3
R11_10,9.0,j_1699,1,Terminated,369405,369658,50.0,0.39
R7_6,1.0,j_1699,1,Terminated,369405,369505,50.0,0.3
M1,36.0,j_1699,1,Terminated,369405,369410,50.0,0.2
R9_8,1.0,j_1699,1,Terminated,369405,369520,50.0,0.2
M6,36.0,j_1699,1,Terminated,369405,369480,50.0,0.2
M3,36.0,j_1699,1,Terminated,369405,369415,50.0,0.2
R2_1,1.0,j_1699,1,Terminated,369405,369450,50.0,0.3
M5,1.0,j_1699,1,Terminated,369405,369422,50.0,0.2
R8_5_7,1.0,j_1699,1,Terminated,369405,369513,50.0,0.2
M10_2_4_9,359.0,j_1699,1,Terminated,369405,369600,50.0,0.39
R4_3,1.0,j_1705,1,Terminated,303886,303894,50.0,0.2
R6_5,1.0,j_1705,1,Terminated,303886,304001,50.0,0.2
J5_2_4,3.0,j_1705,1,Terminated,303886,303998,50.0,0.39
M3,1.0,j_1705,1,Terminated,303886,303890,50.0,0.2
R2_1,3.0,j_1705,1,Terminated,303886,303968,50.0,0.39
M1,130.0,j_1705,1,Terminated,303886,303898,50.0,0.59
MergeTask,17.0,j_1710,1,Terminated,400705,400727,100.0,0.1
M1,11.0,j_1711,1,Terminated,274440,274563,100.0,0.3
J3_1_2,23.0,j_1711,1,Terminated,274718,274832,100.0,0.49
M2,12.0,j_1711,1,Terminated,274440,274717,100.0,0.3
M1,1111.0,j_1713,1,Terminated,639132,639136,100.0,0.2
M1,1.0,j_1714,1,Terminated,618237,618238,100.0,0.2
M1,1.0,j_1715,1,Terminated,276589,276589,100.0,0.3
R2_1,1.0,j_1715,1,Terminated,276589,276589,100.0,0.39
M3_2,1.0,j_1715,1,Terminated,276589,276591,100.0,0.2
M1,1.0,j_1716,1,Terminated,418286,418287,100.0,0.2
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_1717,6,Terminated,471136,471966,5.0,0.03
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1549.0,j_1717,6,Terminated,471136,471586,30.0,0.05
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_1717,6,Terminated,471136,471514,10.0,0.05
M5,1.0,j_1726,1,Terminated,612827,612828,100.0,0.3
M7_6,1.0,j_1726,1,Terminated,612827,612831,100.0,0.3
R1_5,1.0,j_1726,1,Terminated,612827,612828,100.0,0.49
R3_7,1.0,j_1726,1,Terminated,612827,612832,100.0,0.49
R2_1,1.0,j_1726,1,Terminated,612827,612828,100.0,0.39
R4_3,1.0,j_1726,1,Terminated,612827,612833,100.0,0.39
R6_5,1.0,j_1726,1,Terminated,612827,612828,100.0,0.39
J8_2_4_7,3.0,j_1726,1,Terminated,612827,612834,100.0,0.49
M1,389.0,j_1730,1,Terminated,358107,358369,100.0,0.25
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_1733,6,Running,520273,0,30.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_1733,6,Running,520273,0,,
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_1733,6,Terminated,520273,520277,10.0,0.05
M2,5.0,j_1739,1,Terminated,575704,575707,100.0,0.3
R5_4,7.0,j_1739,1,Terminated,575704,575738,100.0,0.49
R10_9,1.0,j_1739,1,Terminated,575704,575738,100.0,0.39
R8_7,1.0,j_1739,1,Terminated,575704,575738,100.0,0.39
M3,1.0,j_1739,1,Terminated,575704,575714,100.0,0.3
R7_4,7.0,j_1739,1,Terminated,575704,575738,100.0,0.49
J4_1_2_3,7.0,j_1739,1,Terminated,575704,575738,100.0,0.59
M1,1.0,j_1739,1,Terminated,575704,575705,100.0,0.3
R9_4,1.0,j_1739,1,Terminated,575704,575738,100.0,0.49
R6_5,1.0,j_1739,1,Terminated,575704,575738,100.0,0.39
M1,233.0,j_1742,1,Terminated,565443,565464,50.0,0.39
R4_3,1.0,j_1742,1,Terminated,565443,565767,50.0,0.2
J5_1_4,5.0,j_1742,1,Terminated,565443,565937,50.0,0.39
M2,4.0,j_1742,1,Terminated,565443,565452,50.0,0.2
R3_2,1.0,j_1742,1,Terminated,565443,565455,50.0,0.2
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_1744,10,Terminated,671440,671505,100.0,0.1
M2,1.0,j_1747,1,Terminated,215713,215715,100.0,0.3
R5_4,1.0,j_1747,1,Terminated,215726,215729,100.0,0.39
R3_2,1.0,j_1747,1,Terminated,215716,215719,100.0,0.39
M1,1.0,j_1747,1,Terminated,215713,215717,100.0,0.39
M4_3,1.0,j_1747,1,Terminated,215719,215725,100.0,0.3
R6_4,1.0,j_1747,1,Terminated,215726,215729,100.0,0.39
R5_4,1.0,j_1748,1,Terminated,142520,142521,100.0,0.39
R17_16,9.0,j_1748,1,Terminated,142520,142523,100.0,0.49
R3_2,1.0,j_1748,1,Terminated,142520,142521,100.0,0.39
M4,1.0,j_1748,1,Terminated,142520,142521,100.0,0.3
M6,1.0,j_1748,1,Terminated,142520,142521,100.0,0.3
R7_6,1.0,j_1748,1,Terminated,142520,142521,100.0,0.39
R11_10,1.0,j_1748,1,Terminated,142520,142521,100.0,0.39
J18_1_17,351.0,j_1748,1,Terminated,142520,142543,100.0,0.49
M15,1.0,j_1748,1,Terminated,142520,142522,100.0,0.3
M10,1.0,j_1748,1,Terminated,142520,142522,100.0,0.3
M13,1.0,j_1748,1,Terminated,142520,142521,100.0,0.3
R9_8,1.0,j_1748,1,Terminated,142520,142521,100.0,0.39
J16_3_5_7_9_11_12_13_14_15,9.0,j_1748,1,Terminated,142520,142523,100.0,0.59
M12,1.0,j_1748,1,Terminated,142520,142521,100.0,0.3
M14,1.0,j_1748,1,Terminated,142520,142521,100.0,0.3
M8,1.0,j_1748,1,Terminated,142520,142521,100.0,0.3
M1,342.0,j_1748,1,Terminated,142520,142540,100.0,0.3
M2,1.0,j_1748,1,Terminated,142520,142521,100.0,0.3
M1,1.0,j_1749,1,Terminated,418261,418261,50.0,0.2
M1,1.0,j_1752,1,Terminated,416997,416997,100.0,0.2
M1,1.0,j_1755,1,Terminated,673389,673401,100.0,0.3
R2_1,1.0,j_1755,1,Terminated,673402,673405,100.0,0.39
M1,1.0,j_1758,1,Terminated,416305,416306,100.0,0.2
M1,1.0,j_1759,1,Terminated,272369,272370,100.0,0.2
M1,1.0,j_1762,1,Terminated,98206,98207,100.0,0.2
M1,1.0,j_1765,1,Terminated,98289,98290,100.0,0.2
MergeTask,1.0,j_1768,1,Terminated,629844,629850,100.0,0.1
R4_3,1.0,j_1771,1,Terminated,260268,260311,50.0,0.2
J3_1_2,1.0,j_1771,1,Terminated,260268,260301,50.0,0.3
M2,1.0,j_1771,1,Terminated,260268,260271,50.0,0.3
R5_4,1.0,j_1771,1,Terminated,260268,260313,50.0,0.2
M1,4.0,j_1771,1,Terminated,260268,260274,50.0,0.39
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_1773,6,Terminated,557010,557565,5.0,0.03
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,262.0,j_1773,6,Terminated,557010,557113,30.0,0.05
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_1773,6,Terminated,557010,557014,10.0,0.05
M3_2,7.0,j_1774,1,Terminated,532559,532617,100.0,0.2
R2_1,1.0,j_1774,1,Terminated,532559,532584,100.0,0.39
M1,6.0,j_1774,1,Terminated,532559,532583,100.0,0.3
MergeTask,1.0,j_1782,1,Terminated,237686,237691,100.0,0.1
M1,1.0,j_1783,1,Terminated,270329,270331,100.0,0.2
M1,33.0,j_1786,1,Terminated,528936,528948,100.0,0.3
R3_2,1.0,j_1786,1,Terminated,528936,528948,100.0,0.39
R2_1,13.0,j_1786,1,Terminated,528936,528948,100.0,0.49
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_1788,6,Terminated,662434,662541,5.0,0.03
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_1788,6,Terminated,662434,662531,30.0,0.05
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_1788,6,Terminated,662434,662437,10.0,0.05
R4_3,1.0,j_1793,1,Terminated,637113,637118,100.0,0.39
M1,11.0,j_1793,1,Terminated,637113,637118,100.0,0.3
R2_1,5.0,j_1793,1,Terminated,637113,637118,100.0,0.49
R3_2,1.0,j_1793,1,Terminated,637113,637118,100.0,0.49
M1,1.0,j_1796,1,Terminated,444711,444712,100.0,0.2
M5_4,5.0,j_1800,1,Terminated,327659,327769,100.0,0.3
R6_5,5.0,j_1800,1,Terminated,327770,327825,100.0,0.49
M1,1.0,j_1800,1,Terminated,327642,327645,100.0,0.3
R2_1,1.0,j_1800,1,Terminated,327645,327649,100.0,0.49
R3_2,1.0,j_1800,1,Terminated,327649,327654,100.0,0.49
R4_3,1.0,j_1800,1,Terminated,327654,327659,100.0,0.39
R7_6,5.0,j_1800,1,Terminated,327825,327885,100.0,0.39
M1,1.0,j_1801,1,Terminated,266522,266523,50.0,0.2
M1,1.0,j_1804,1,Terminated,92517,92518,50.0,0.3
R2_1,1.0,j_1804,1,Terminated,92517,92518,50.0,0.2
M1,1.0,j_1808,1,Terminated,359650,359651,100.0,0.2
R5_4,1.0,j_1809,1,Terminated,645641,645765,50.0,0.2
M2,96.0,j_1809,1,Terminated,645641,645659,50.0,0.39
J4_1_2_3,1.0,j_1809,1,Terminated,645641,645765,50.0,0.2
M1,277.0,j_1809,1,Terminated,645641,645659,50.0,0.39
M3,198.0,j_1809,1,Terminated,645641,645763,50.0,0.39
M1,1.0,j_1810,1,Terminated,532115,532116,100.0,0.2
M1,1.0,j_1812,1,Terminated,587259,587262,50.0,0.2
M3,715.0,j_1814,1,Terminated,320549,320597,50.0,0.77
R5_4,1.0,j_1814,1,Terminated,320549,320555,50.0,0.2
M6,426.0,j_1814,1,Terminated,320549,320643,50.0,0.39
J9_5_6_8,301.0,j_1814,1,Terminated,320549,320937,50.0,0.39
M1,457.0,j_1814,1,Terminated,320549,320562,50.0,0.3
R8_7,25.0,j_1814,1,Terminated,320549,320886,50.0,0.97
M4,1.0,j_1814,1,Terminated,320549,320552,50.0,0.2
R2_1,5.0,j_1814,1,Terminated,320549,320696,50.0,0.39
J10_2_3_9,5.0,j_1814,1,Terminated,320549,320984,50.0,0.39
M7,153.0,j_1814,1,Terminated,320549,320811,50.0,0.77
M2,19.0,j_1821,1,Terminated,662344,662360,100.0,0.35
M1,427.0,j_1821,1,Terminated,662344,662379,100.0,0.3
R4_3,1.0,j_1821,1,Terminated,662395,662404,100.0,0.39
J3_1_2,447.0,j_1821,1,Terminated,662380,662395,100.0,0.59
R1_3,1.0,j_1823,1,Terminated,186433,186435,100.0,0.49
R2_1,1.0,j_1823,1,Terminated,186433,186435,100.0,0.39
M3,1.0,j_1823,1,Terminated,186433,186435,100.0,0.3
M4,2.0,j_1823,1,Terminated,186433,186439,100.0,0.3
J5_2_3_4,5.0,j_1823,1,Terminated,186433,186442,100.0,0.49
R2_1,1.0,j_1830,1,Terminated,587716,587718,100.0,0.39
M1,2.0,j_1830,1,Terminated,587716,587718,100.0,0.3
R3_2,15.0,j_1831,1,Terminated,608107,608115,100.0,0.49
J4_1_3,473.0,j_1831,1,Terminated,608107,608115,100.0,0.49
M1,457.0,j_1831,1,Terminated,608107,608115,100.0,0.3
M2,14.0,j_1831,1,Terminated,608107,608111,100.0,0.3
M1,1.0,j_1833,1,Terminated,440344,440370,50.0,0.39
M1,1.0,j_1834,1,Terminated,357539,357540,100.0,0.2
R2_1,11.0,j_1835,1,Terminated,295235,295270,100.0,0.49
M1,28.0,j_1835,1,Terminated,295235,295269,100.0,0.49
R3_2,1.0,j_1835,1,Terminated,295235,295270,100.0,0.39
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_1838,6,Terminated,202916,202921,10.0,0.05
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_1838,6,Terminated,202916,202931,30.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_1838,6,Terminated,202916,202940,5.0,0.03
M1,119.0,j_1841,1,Terminated,422490,422632,100.0,0.3
R3_2,1.0,j_1841,1,Terminated,422705,422708,100.0,0.39
R2_1,41.0,j_1841,1,Terminated,422632,422705,100.0,0.49
M1,1.0,j_1848,1,Terminated,317009,317009,50.0,0.2
J4_1_2_3,1.0,j_1848,1,Terminated,317009,317012,50.0,0.2
M2,1.0,j_1848,1,Terminated,317009,317010,50.0,0.2
M3,1.0,j_1848,1,Terminated,317009,317010,50.0,0.2
M1,50.0,j_1853,1,Terminated,395779,395795,100.0,0.2
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_1858,10,Terminated,675433,675543,75.0,0.1
M1,1.0,j_1864,1,Terminated,415626,415626,100.0,0.2
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,31.0,j_1867,10,Terminated,646162,646773,75.0,0.1
R2_1,1.0,j_1869,1,Terminated,630229,630230,100.0,0.49
M1,1.0,j_1869,1,Terminated,630229,630230,100.0,0.3
R3_2,1.0,j_1869,1,Terminated,630229,630230,100.0,0.39
M1,47.0,j_1870,1,Terminated,598831,598838,100.0,0.2
R8_7,1.0,j_1871,1,Terminated,289811,289868,100.0,0.39
J7_5_6,11.0,j_1871,1,Terminated,289811,289868,100.0,0.59
M2,1.0,j_1871,1,Terminated,289811,289817,100.0,0.3
M5_1_4,5.0,j_1871,1,Terminated,289811,289863,100.0,0.3
R3_2,1.0,j_1871,1,Terminated,289811,289818,100.0,0.49
R4_3,1.0,j_1871,1,Terminated,289811,289818,100.0,0.39
R1_3,1.0,j_1871,1,Terminated,289811,289818,100.0,0.39
J6_5,5.0,j_1871,1,Terminated,289811,289866,100.0,0.59
M1,4.0,j_1876,1,Terminated,294183,294189,50.0,0.39
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,2.0,j_1884,6,Terminated,638915,638962,30.0,0.05
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_1884,6,Terminated,638915,638919,10.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_1884,6,Terminated,638915,638965,5.0,0.03
MergeTask,197.0,j_1885,1,Terminated,256955,256983,100.0,0.1
R6_1_5,3.0,j_1887,1,Terminated,277920,277931,100.0,0.49
M2,1.0,j_1887,1,Terminated,277920,277930,100.0,0.3
M4_3,1.0,j_1887,1,Terminated,277920,277931,100.0,0.3
R1_4,1.0,j_1887,1,Terminated,277920,277931,100.0,0.49
R5_4,1.0,j_1887,1,Terminated,277920,277931,100.0,0.49
R7_6,1.0,j_1887,1,Terminated,277920,277931,100.0,0.39
R3_2,1.0,j_1887,1,Terminated,277920,277930,100.0,0.39
R5_4,1.0,j_1891,1,Terminated,679995,679996,100.0,0.39
M2,1.0,j_1891,1,Terminated,679995,679996,100.0,0.3
M3,1.0,j_1891,1,Terminated,679995,679996,100.0,0.3
R7_6,9.0,j_1891,1,Terminated,679995,680003,100.0,0.39
M1,6.0,j_1891,1,Terminated,679995,680002,100.0,0.3
R4_3,1.0,j_1891,1,Terminated,679995,679996,100.0,0.49
J6_1_2_5,9.0,j_1891,1,Terminated,679995,680003,100.0,0.59
task_OTg1NjA1OTIxMzA4ODkxNg==,1.0,j_1892,8,Terminated,232168,232461,200.0,0.59
M1,1.0,j_1895,1,Terminated,554136,554137,100.0,0.2
M1,7.0,j_1902,1,Terminated,561121,561125,50.0,0.39
M1,1.0,j_1910,1,Terminated,476061,476063,100.0,0.3
R2_1,1.0,j_1910,1,Terminated,476061,476063,100.0,0.49
R3_2,1.0,j_1910,1,Terminated,476061,476063,100.0,0.39
M1,1.0,j_1911,1,Terminated,90743,90745,50.0,0.39
J4_2_3,1.0,j_1911,1,Terminated,90743,90747,50.0,0.2
R2_1,1.0,j_1911,1,Terminated,90743,90745,50.0,0.2
M3,1.0,j_1911,1,Terminated,90743,90746,50.0,0.2
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,2.0,j_1916,10,Terminated,228678,229298,75.0,0.1
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,9.0,j_1919,10,Terminated,302181,303025,75.0,0.1
M1,1.0,j_1922,1,Terminated,358127,358146,50.0,0.3
J2_1,1.0,j_1922,1,Terminated,358127,358164,50.0,0.3
M2,1.0,j_1925,1,Terminated,690803,690808,50.0,0.2
M1,734.0,j_1925,1,Terminated,690803,691019,50.0,0.59
R5_4,1.0,j_1925,1,Terminated,690803,691030,50.0,0.2
R3_2,1.0,j_1925,1,Terminated,690803,690811,50.0,0.2
J4_1_3,1.0,j_1925,1,Terminated,690803,691026,50.0,0.2
M1,1.0,j_1929,1,Terminated,358139,358140,100.0,0.2
M5,1.0,j_1931,1,Terminated,597441,597441,100.0,0.3
M9,5.0,j_1931,1,Terminated,597441,597444,100.0,0.3
R6_5,1.0,j_1931,1,Terminated,597441,597441,100.0,0.39
M3,1.0,j_1931,1,Terminated,597441,597441,100.0,0.3
R8_7,1.0,j_1931,1,Terminated,597441,597441,100.0,0.39
M1,1.0,j_1931,1,Terminated,597441,597441,100.0,0.3
R4_3,1.0,j_1931,1,Terminated,597441,597441,100.0,0.39
R2_1,1.0,j_1931,1,Terminated,597441,597441,100.0,0.39
M10,29.0,j_1931,1,Terminated,597441,597445,100.0,0.3
J11_2_4_6_8_9_10,39.0,j_1931,1,Terminated,597441,597562,100.0,0.49
M7,1.0,j_1931,1,Terminated,597441,597441,100.0,0.3
R2_1,1.0,j_1935,1,Terminated,654769,654769,100.0,0.39
R7_6,1.0,j_1935,1,Terminated,654769,654775,100.0,0.39
M1,1.0,j_1935,1,Terminated,654769,654769,100.0,0.3
M3,2.0,j_1935,1,Terminated,654769,654771,100.0,0.3
R8_5,7.0,j_1935,1,Terminated,654769,654775,100.0,0.49
M4,3.0,j_1935,1,Terminated,654769,654772,100.0,0.3
R6_5,7.0,j_1935,1,Terminated,654769,654775,100.0,0.49
J5_2_3_4,7.0,j_1935,1,Terminated,654769,654775,100.0,0.59
R9_8,1.0,j_1935,1,Terminated,654769,654775,100.0,0.39
J6_4_5,7.0,j_1938,1,Terminated,582730,582758,100.0,0.59
R3_2,1.0,j_1938,1,Terminated,582730,582731,100.0,0.39
M5,2.0,j_1938,1,Terminated,582730,582739,100.0,0.3
J9_3_6_7_8,13.0,j_1938,1,Terminated,582730,582758,100.0,0.59
M4,4.0,j_1938,1,Terminated,582730,582736,100.0,0.3
R10_9,1.0,j_1938,1,Terminated,582730,582758,100.0,0.39
M8,2.0,j_1938,1,Terminated,582730,582741,100.0,0.3
M1,1.0,j_1938,1,Terminated,582730,582731,100.0,0.3
R2_1,1.0,j_1938,1,Terminated,582730,582731,100.0,0.49
M7,3.0,j_1938,1,Terminated,582730,582749,100.0,0.3
M1,1.0,j_1940,1,Terminated,416177,416177,100.0,0.2
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,59.0,j_1941,6,Terminated,432976,433039,30.0,0.05
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_1941,6,Terminated,432976,432979,10.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_1941,6,Terminated,432976,433042,5.0,0.03
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_1942,6,Terminated,621914,622190,30.0,0.05
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_1942,6,Terminated,621914,622184,10.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_1942,6,Terminated,621914,622196,5.0,0.03
R15_14,1.0,j_1947,1,Terminated,545810,545838,100.0,0.39
J6_1_5,5.0,j_1947,1,Terminated,545810,545833,100.0,0.59
M10,3.0,j_1947,1,Terminated,545810,545814,100.0,0.3
J11_9_10,7.0,j_1947,1,Terminated,545810,545825,100.0,0.59
M3,1.0,j_1947,1,Terminated,545810,545816,100.0,0.3
R7_6,5.0,j_1947,1,Terminated,545810,545835,100.0,0.49
M1,1.0,j_1947,1,Terminated,545810,545815,100.0,0.3
R5_4,3.0,j_1947,1,Terminated,545810,545830,100.0,0.49
J12_7_11,13.0,j_1947,1,Terminated,545810,545836,100.0,0.59
R9_8,3.0,j_1947,1,Terminated,545810,545824,100.0,0.49
R14_13,13.0,j_1947,1,Terminated,545810,545837,100.0,0.49
